Equipo,Start Time,Week,Sistema,System_google_translated,Estado/C¢digo,C¢digo de tipo,End Time,Duration (min),Duration (hrs),Work Type,Comentario,Commentary_google_translated,Locaton
TK434,7/15/2016 14:06,Week-029,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,7/15/2016 17:57,231.65,3.9,No programado,LAVADO PARA PM 500 HRS,WASH FOR PM 500 HRS,SALIDA-ESTACION COMBUSTIBLE
TK434,7/15/2016 17:57,Week-029,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,7/15/2016 20:25,148.13,2.5,Programado,PM 500 HRS,PM 500 HRS,SALIDA-ESTACION COMBUSTIBLE
TK422,7/15/2016 17:31,Week-029,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,7/15/2016 22:32,300.32,5,No programado,CAMBIO DE CRISTAL DELANTERO ,CHANGE OF FRONT CRYSTAL,QQ-03
TK422,7/16/2016 0:13,Week-029,TREN DE POTENCIA,POWER TRAIN,DT-645  TREN DE POTENCIA-TRANSMISION,C¢digo Secundario,7/16/2016 1:05,51.68,0.9,No programado,EVALUACION POR EVENTO NIVEL 3 BAJO ACEITE DE LA TRANSMISION,EVALUATION BY EVENT LEVEL 3 UNDER TRANSMISSION OIL,MO-08
TK422,7/16/2016 1:18,Week-029,TREN DE POTENCIA,POWER TRAIN,DT-610  TREN DE POTENCIA-CONTROLES,C¢digo Secundario,7/16/2016 5:32,253.15,4.2,No programado,SE LIMPIO CONECTOR DEL SENSOR DE NIVEL DE ACIETE DE LA TRANSMISION,TRANSMISSION STATUS SENSOR CONNECTOR CLEANED,PARQUEO TALLER
TK434,7/15/2016 20:25,Week-029,HIDRAULICO,HYDRAULIC,HY-1225  HIDRAULICO-CILINDROS,C¢digo Secundario,7/16/2016 17:13,1247.75,20.8,Programado,INSTALACION DE CILINDROS DE DIRECCION+INSTALACION DE LETREROS Y NUMEROS DE LA TOLVA,INSTALLATION OF STEERING CYLINDERS + INSTALLATION OF SIGNS AND NUMBERS OF THE HOPPER,SALIDA-ESTACION COMBUSTIBLE
TK408,7/17/2016 17:00,Week-029,TREN DE POTENCIA,POWER TRAIN,DT-635  TREN DE POTENCIA-CONVERTIDOR DE TORQUE,C¢digo Secundario,7/18/2016 0:41,460.5,7.7,No programado,CORRECCION FUGA DE ACEITE POR CONVERTIDOR DE PAR,CORRECTION OIL LEAKAGE BY PAR CONVERTER,QQ-03
TK408,7/18/2016 0:41,Week-029,IMPLEMENTOS,IMPLEMENTS,IM-1350  IMPLEMENTOS-TOLVA/CAMA,C¢digo Secundario,7/18/2016 2:45,123.87,2.1,Programado,INSTALACION DE LETRERO Y FICHAS,INSTALLATION OF LETTER AND SIGNS,QQ-03
TK408,7/18/2016 5:32,Week-029,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2005  GOMAS, AROS Y LLANTAS-AROS/ACCESORIOS",C¢digo Secundario,7/18/2016 6:29,57.48,1,No programado,ROCA TRABADA ENTRE LLANTAS 5 Y 6,ROCK WORKED WITH RIMS 5 AND 6,S-LQ3A/220
TK408,7/18/2016 6:30,Week-030,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2005  GOMAS, AROS Y LLANTAS-AROS/ACCESORIOS",C¢digo Secundario,7/18/2016 11:39,309.8,5.2,No programado,SE EXTRAJO UNA ROCA TRABADA ENTRE LLANTAS 5 Y 6,A ROCK WAS EXTRACTED BETWEEN RIMS 5 AND 6,S-LQ3A/220
TK422,7/18/2016 13:54,Week-030,MOTOR,MOTOR,EN-1005  MOTOR-CONTROLES,C¢digo Secundario,7/18/2016 16:14,140.33,2.3,No programado,SE LIMPI? EL CONECTOR DEL SENSOR DE PRESI?N ATMOSFêRICA  ,Was it cleaned?†THE ATMOSPHERIC PRESENCE SENSOR CONNECTOR,MN-06
TK403,7/19/2016 3:41,Week-030,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,7/19/2016 7:30,228.77,3.8,Programado,LAVADA PARA REALIZAR PM 500 HRS,WASHED TO PERFORM PM 500 HRS,MN-06
TK434,7/19/2016 12:44,Week-030,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,7/19/2016 14:19,95.85,1.6,No programado,AIRE ACONDICIONADO NO ENFR?A A/C,AIR CONDITIONING NOT ENFR? AA / C,PARQUEO HR6
TK408,7/19/2016 10:13,Week-030,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,7/19/2016 15:54,340.72,5.7,No programado,PERDIDA DE POTENCIA MOTOR,MOTOR POWER LOSS,ENTRADA DE COMBUSTIBLE
TK422,7/19/2016 6:59,Week-030,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,7/19/2016 16:35,576.22,9.6,No programado,LLANTA POSICI?N #5 PICHADA,SPINDLE POSITION # 5,PQ-VIA2
TK408,7/19/2016 17:54,Week-030,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,7/19/2016 20:26,152.48,2.5,No programado,PERDIDA DE POTENCIA DE MOTOR,ENGINE POWER LOSS,ENTRADA DE COMBUSTIBLE
TK403,7/19/2016 7:30,Week-030,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,7/20/2016 2:50,1160.58,19.3,Programado,PM 500 HRS,PM 500 HRS,MN-06
TK403,7/20/2016 2:50,Week-030,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,7/20/2016 3:50,60.02,1,No programado,CARRERA DE FRENO ALTO NIVEL 3,HIGH LEVEL 3 BRAKE RACE,MN330C702
TK434,7/20/2016 2:53,Week-030,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,7/20/2016 4:03,70.55,1.2,No programado,AIRE ACONDICIONADO NO ENFRIA,AIR CONDITIONING DOES NOT COOL,MN-06
TK434,7/20/2016 5:09,Week-030,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,7/20/2016 10:14,304.35,5.1,No programado,AIRE ACONDICIONADO NO ENFRIA,AIR CONDITIONING DOES NOT COOL,HR5-VIA2
TK434,7/20/2016 10:56,Week-030,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,7/20/2016 12:40,104.77,1.7,No programado,AIRE ACONDICIONADO NO ENFRIA A/C,AIR CONDITIONING DOES NOT COOL A / C,MO-14
TK434,7/20/2016 19:31,Week-030,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,7/20/2016 20:00,29.03,0.5,No programado,FUGA POR LA MANGUERA PRINCIPAL DE LOS FRENOS EN LA PARTE TRASERA,LEAK BY THE MAIN HOSE OF THE BRAKES IN THE REAR,MO-14
TK434,7/21/2016 0:07,Week-030,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,7/21/2016 3:44,216.62,3.6,No programado,FUGA EN MANGUERA PRINCIPAL DE FRENOS,MAIN BRAKE HOSE LEAKAGE,MO-14
TK408,7/21/2016 7:11,Week-030,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,7/21/2016 8:16,65.07,1.1,No programado,NO TIENE AIRE PARA ENCENDIDO,IT DOES NOT HAVE AIR FOR IGNITION,PARQUEO HR7
TK434,7/21/2016 4:41,Week-030,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,7/21/2016 11:40,418.82,7,No programado,REEMPLAZAR SENSOR DE ACEITE DE MOTOR,REPLACE ENGINE OIL SENSOR,ENTRADA TALLER 
TK403,7/21/2016 11:27,Week-030,MOTOR,MOTOR,EN-1035  MOTOR-ACEITE,C¢digo Secundario,7/21/2016 11:50,22.88,0.4,No programado,PERDI? TAP?N DEL ACEITE DE MOTOR,I MISSED?†ENGINE OIL TAP,MO160B002
TK408,7/21/2016 15:15,Week-030,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,7/21/2016 17:38,142.87,2.4,No programado,PIERDE LA FUERZA Y SE CALIENTA EL CONVERTIDOR DE PAR,LOSE THE FORCE AND THE PAR CONVERTER WARM,SALIDA-ESTACION COMBUSTIBLE
TK408,7/21/2016 20:07,Week-030,FRENOS,BRAKES,BK-310  FRENOS-PARQUEO,C¢digo Secundario,7/21/2016 23:25,198.47,3.3,No programado,FRENO DE PARQEUEO Y DE EMERGENCIA FALLAN AL HACER LA PRUEBA,PARQEUM AND EMERGENCY BRAKES FAIL TO TAKE TEST,CRUCE HR5 Y HR3
TK422,7/22/2016 3:40,Week-030,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,7/22/2016 3:55,14.67,0.2,No programado,ROCA INCRUSTADA EN LLANTAS POSICION 5 Y 6,ROCK INCREDED ON RIMS POSITIONS 5 AND 6,MN-06
TK434,7/21/2016 23:10,Week-030,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,7/22/2016 5:37,387.07,6.5,No programado,CAMBIO DE CORREA DEL VENTILADOR ,CHANGE OF FAN BELT,MO-14
TK408,7/22/2016 13:22,Week-030,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-815  ELECTRICO 12/24 VOLTS-CONTROL,C¢digo Secundario,7/22/2016 14:09,46.88,0.8,No programado,INSTALACI?N DE RADIO + INSPECCI?N,INSTALLATION OF RADIO + INSPECTION,ENTRADA DE COMBUSTIBLE
TK434,7/22/2016 17:02,Week-030,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,7/22/2016 23:53,410.75,6.8,No programado,FUGA DE ACEITE DE MOTOR POR DEBAJO DEL MOTOR,ENGINE OIL LEAKAGE BELOW ENGINE,ENTRADA DE COMBUSTIBLE
TK408,7/23/2016 1:13,Week-030,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,7/23/2016 1:43,29.85,0.5,Programado,LAVADO PARA PM 1000 HRS,WASH FOR PM 1000 HRS,HR5-VIA2
TK408,7/23/2016 1:43,Week-030,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,7/23/2016 18:54,1031.27,17.2,Programado,PM 1000 HRS,PM 1000 HRS,HR5-VIA2
TK434,7/23/2016 19:06,Week-030,LUBRICACION,LUBRICATION,LU-1405  LUBRICACION-SISTEMA DE LUBRICACION,C¢digo Secundario,7/23/2016 20:24,77.23,1.3,No programado,"BAJO NIVEL GRASA, SE INSPECCION? Y SE MAND? A DESCARGAR Y LUEGO A COMPLETAR GRASA","LOW FAT LEVEL, IF INSPECTION?†And sentTO DOWNLOAD AND THEN COMPLETE FAT",QQ-11
TK422,7/23/2016 20:31,Week-030,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,7/23/2016 21:46,75.05,1.3,No programado,"SE EXTRAJO UNA ROCA, ESTA INCRUSTADA ENTRE LAS LLANTAS 3 Y 4 ","A ROCK IS REMOVED, THIS IS WRONG BETWEEN THE RIMS 3 AND 4",HR2-VIA3
TK434,7/25/2016 13:42,Week-031,TREN DE POTENCIA,POWER TRAIN,DT-645  TREN DE POTENCIA-TRANSMISION,C¢digo Secundario,7/25/2016 17:18,215.63,3.6,No programado,REEMPLAZO DE SENSOR DE LA TRANSMISION + REPARACION DE LINEA DE SENSOR DEL BANCO IZQUIERDO,TRANSMISSION SENSOR REPLACEMENT + LEFT BANK SENSOR LINE REPAIR,MN-03
TK434,7/26/2016 13:15,Week-031,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,7/26/2016 14:20,64.4,1.1,No programado,SE RESETEO SWICH DE ROTO CAMARA DE FRENMOS DELANTEROS,SWITCHED OUT OF SWITCHED RIGHT FRONT BRAKE CHAMBER,HR1-VIA1
TK408,7/26/2016 13:14,Week-031,SEGURIDAD,SECURITY,SF-1630  SEGURIDAD-RADIO DE MINA,C¢digo Secundario,7/26/2016 17:44,269.92,4.5,No programado,RADIO DE COMUNICACION SE APAGA,COMMUNICATION RADIO SHUTDOWNS,HR6-VIA1
TK403,7/28/2016 23:31,Week-031,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,7/28/2016 23:43,11.07,0.2,No programado,INSPECCIONAR LLANTAS POSICION 5 Y 6,INSPECTION TIRES POSITION 5 AND 6,ENTRADA DE COMBUSTIBLE
TK403,7/29/2016 1:58,Week-031,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-810  ELECTRICO 12/24 VOLTS-BATERIA,C¢digo Secundario,7/29/2016 3:03,65.58,1.1,No programado,NO ENCIENDE POR BATERIA,DOES NOT TURN ON BATTERY,PQ-VIA2
TK434,7/28/2016 8:24,Week-031,FRENOS,BRAKES,BK-305  FRENOS-ACUMULADOR DE FRENOS,C¢digo Secundario,7/29/2016 4:03,1178.75,19.6,No programado,SUENA MUCHO CUANDO SE FRENA,SOMETHING SOON WHEN IT BRAKES,ENTRADA DE COMBUSTIBLE
TK434,7/29/2016 5:17,Week-031,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,7/29/2016 7:42,144.62,2.4,No programado,EVALUAR FRENOS,EVALUATE BRAKES,MO-12
TK403,7/29/2016 7:47,Week-031,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,7/29/2016 8:01,13.58,0.2,No programado,INSPECCI?N DE LLANTA POSICI?N #5,INSPECTION OF LIFT POSITION # 5,PARQUEO HR6
TK434,7/29/2016 14:59,Week-031,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,7/29/2016 15:38,38.78,0.6,No programado,INSTALACION DE TORNILLO EN RETARDADOR MANUAL,MANUAL RETARDER SCREW INSTALLATION,ENTRADA TALLER 
TK422,7/29/2016 13:01,Week-031,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,7/29/2016 17:13,251.33,4.2,Programado,INS 250 HRS,INS 250 HRS,ENTRADA DE COMBUSTIBLE
TK408,7/29/2016 19:56,Week-031,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,7/29/2016 20:43,46.58,0.8,No programado,CINTUR?N DE SEGURIDAD ATASCADO + LIMPIA PARABRISAS NO FUNCIONA,SAFETY BELT STACKED + CLEAN WINDSCREEN DOES NOT WORK,ENTRADA DE COMBUSTIBLE
TK403,7/29/2016 23:13,Week-031,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-810  ELECTRICO 12/24 VOLTS-BATERIA,C¢digo Secundario,7/30/2016 2:36,202.95,3.4,No programado,SE REEMPLAZARON LAS BATERIAS,BATTERIES REPLACED,ENTRADA DE COMBUSTIBLE
TK434,7/31/2016 8:42,Week-031,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,7/31/2016 11:30,167.42,2.8,Programado,INS 250 HRS ,INS 250 HRS,ENTRADA DE COMBUSTIBLE
TK434,7/31/2016 11:30,Week-031,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,7/31/2016 11:50,19.78,0.3,No programado,COMPLETIVO DE PRESI?N DE AIRE DE LAS LLANTAS ,COMPLETIVE TIRES AIR PRESSURE,ENTRADA DE COMBUSTIBLE
TK434,7/31/2016 13:23,Week-031,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,08-01-16 3:16,832.75,13.9,No programado,AJUSTE DE LOS FRENOS DE SERVICIO,ADJUSTING SERVICE BRAKES,PARQUEO TALLER
TK403,08-01-16 8:35,Week-032,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,08-01-16 8:48,13.18,0.2,No programado,SE INSPECCINO LA POSICION 5 POR CORTES ,POSITION 5 IS INSPECTED BY COURTS,ENTRADA DE COMBUSTIBLE
TK403,08-02-16 8:17,Week-032,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,08-02-16 16:04,466.5,7.8,No programado,CAMBIO DE LLANTAS 5 Y 6 ,CHANGE OF TIRES 5 AND 6,ENTRADA DE COMBUSTIBLE
TK434,08-02-16 16:29,Week-032,HIDRAULICO,HYDRAULIC,HY-1225  HIDRAULICO-CILINDROS,C¢digo Secundario,08-03-16 16:20,1430.92,23.8,No programado,CAMBIO DE CILINDRO DE LEVANTE LADO DERECHO ,CHANGE OF LIFT CYLINDER SIDE RIGHT,HR7-VIA8
TK434,08-03-16 16:20,Week-032,HIDRAULICO,HYDRAULIC,HY-1235  HIDRAULICO-MANGUERAS/TUBERIAS,C¢digo Secundario,08-03-16 17:00,39.48,0.7,No programado,CAMBIO DE MANGUERA DE  LUBRICACI?N DEL CONVERTIDOR ,CHANGE OF CONVERTER LUBRICATION HOSE,HR7-VIA8
TK403,08-03-16 20:26,Week-032,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2005  GOMAS, AROS Y LLANTAS-AROS/ACCESORIOS",C¢digo Secundario,08-03-16 21:27,61.38,1,Programado,RETORQUEO DE LLANTA POSICION 6,ROLL RETRIEVE POSITION 6,PARQUEO TALLER
TK434,08-03-16 22:00,Week-032,TREN DE POTENCIA,POWER TRAIN,DT-645  TREN DE POTENCIA-TRANSMISION,C¢digo Secundario,08-04-16 1:11,190.88,3.2,No programado,REEMPLAZO DE SENSOR NIVEL DE ACEITE DE LA TRANSMISION,TRANSMISSION OIL LEVEL SENSOR REPLACEMENT,QQ170A009
TK408,08-03-16 21:43,Week-032,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,08-04-16 1:20,217,3.6,No programado,LAVADO PARA CAMBIO DE CRUSETA DEL CARDAN PRINCIPAL,WASH FOR CHANGE OF CRUSETA OF THE MAIN CARDAN,PARQUEO TALLER
TK408,08-04-16 1:20,Week-032,TREN DE POTENCIA,POWER TRAIN,DT-635  TREN DE POTENCIA-CONVERTIDOR DE TORQUE,C¢digo Secundario,08-04-16 4:38,198.63,3.3,No programado,CAMBIO DEL CARDAM PRINCIPAL,CHANGE OF THE MAIN CARDAM,PARQUEO TALLER
TK403,08-04-16 7:49,Week-032,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,08-04-16 10:28,158.05,2.6,Programado,INS 250 HRS ,INS 250 HRS,HR6-VIA1
TK403,08-05-16 8:03,Week-032,SEGURIDAD,SECURITY,SF-1620  SEGURIDAD-SUPRESION DE INCENDIOS,C¢digo Secundario,08-05-16 8:49,45.32,0.8,No programado,INSTASLAR DEL BOT?N ROJO DEL SISTEMA AFEX ,AFEX SYSTEM RED BOTTLE INSTALLATION,ENTRADA DE COMBUSTIBLE
TK434,08-05-16 9:52,Week-032,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,08-05-16 10:55,62.35,1,No programado,BAJA PRESI?N DE AIRE POSICI?N #4,LOW AIR PRESSURE POSITION # 4,COMBUSTIBLE TALLER
TK434,08-06-16 3:33,Week-032,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,08-06-16 3:42,8.83,0.1,No programado,"SE RESETEO CHAMBRE DE FRENO DELANTERO, POR EVENTO CARRERA DE FRENO ALTO",FRONT BRAKE CHAIN ??REMOVED BY EVENT HIGH BRAKE RACE,CRUCE HR5 Y HR3
TK408,08-06-16 9:53,Week-032,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,08-06-16 12:23,150.12,2.5,Programado,INS 250 HRS ,INS 250 HRS,PARQUEO HR6
TK403,08-07-16 7:07,Week-032,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,08-07-16 7:29,21.57,0.4,No programado,NO TIENE AIRE DE ENCENDIDO,DOES NOT HAVE IGNITION AIR,HR6-VIA1
TK422,08-07-16 21:11,Week-032,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,08-08-16 0:47,216.95,3.6,No programado,INSTALACION DE RETARDADOR MANUAL,MANUAL RETARDER INSTALLATION,ENTRADA DE COMBUSTIBLE
TK408,08-08-16 7:30,Week-033,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,08-08-16 8:26,55.3,0.9,No programado,AJUSTE DE LA CERRADURA PUERTA DERECHA,ADJUSTING THE RIGHT DOOR LOCK,PARQUEO TALLER
TK408,08-08-16 8:26,Week-033,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,08-08-16 10:11,105.45,1.8,No programado,CAMBIO DE INTERRUPTOR DEL CRISTAL DE LA PUERTA DERECHA,RIGHT DOOR CRYSTAL SWITCH CHANGE,PARQUEO TALLER
TK422,08-08-16 16:30,Week-033,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,08-08-16 17:22,52.38,0.9,No programado,INSPECCION POR BAJA POTENCIA MOTOR\,INSPECTION FOR LOW POWER MOTOR \,HR7-VIA5
TK434,08-08-16 11:54,Week-033,SEGURIDAD,SECURITY,SF-1605  SEGURIDAD-ACCIDENTE,C¢digo Secundario,08-08-16 17:37,343.7,5.7,No programado,REPARACION DE ESCALERA IZQUIERDA POR ROTURA AL SER IMPACTADA,REPAIR OF LEFT LADDER PER BREAK BY BEING IMPACTED,PARQUEO HR6
TK422,08-08-16 17:55,Week-033,MOTOR,MOTOR,EN-1030  MOTOR-ADMISION,C¢digo Secundario,08-08-16 19:54,119.03,2,No programado,"LIMPIEZA DE FILTROS DE AIRE DE ADMISION PRIMARIOS, POR PERDIDA DE POTENCIA ",CLEANING PRIMARY AIR INTAKE FILTERS FOR LOSS OF POWER,PARQUEO TALLER
TK403,08-09-16 5:44,Week-033,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-825  ELECTRICO 12/24 VOLTS-ARRANQUE,C¢digo Secundario,08-09-16 11:52,368.08,6.1,No programado,AJUSTE DE CONECTOR ELECTRICO QUE ALIMENTA LOS ACCESORIOS DE LA CABINA,ADJUSTMENT OF ELECTRICAL CONNECTOR FEEDING THE ACCESSORIES OF THE CAB,HR5-VIA2
TK403,08-09-16 11:52,Week-033,LUBRICACION,LUBRICATION,LU-1405  LUBRICACION-SISTEMA DE LUBRICACION,C¢digo Secundario,08-09-16 12:02,9.97,0.2,No programado,AJUSTE DEL CILINDRO DE LA BOMBA DEL SISTEMA DE ENGRASE AUTOMATICO,AUTOMATIC GEAR SYSTEM PUMP CYLINDER ADJUSTMENT,HR5-VIA2
TK434,08-09-16 13:16,Week-033,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,08-09-16 13:47,31.05,0.5,No programado,SE RESETEO SISTEMA DE PROTECCION DE LOS FRENOS POR CARRERA ALTO\,RETAINED BRAKE PROTECTION SYSTEM FOR CARRERA ALTO \,MO280C003
TK422,08-09-16 11:34,Week-033,TREN DE POTENCIA,POWER TRAIN,DT-635  TREN DE POTENCIA-CONVERTIDOR DE TORQUE,C¢digo Secundario,08-09-16 18:04,390.38,6.5,No programado,CAMBIO DE FILTROS DEL COVERTIDOR + CAMBIO DE FILTROS DE ADMISION,CHANGING COVER FILTERS + CHANGING ADMISSION FILTERS,PARQUEO HR6
TK422,08-09-16 20:03,Week-033,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,08-09-16 20:26,22.83,0.4,No programado,REAJUSTE DE RETROVISOR DERECHO,RIGHT REAR ADJUSTMENT,SALIDA-ESTACION COMBUSTIBLE
TK408,08-10-16 8:17,Week-033,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,08-10-16 9:24,67.7,1.1,No programado,COMPLETAR PRESION DE AIRE LLANTA 6,COMPLETE RIM AIR PRESSURE 6,ENTRADA DE COMBUSTIBLE
TK422,08-10-16 2:47,Week-033,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,08-10-16 11:54,547.67,9.1,No programado,BAJA POTENCIA DE MOTOR,LOW ENGINE POWER,ENTRADA DE COMBUSTIBLE
TK422,08-10-16 12:50,Week-033,MOTOR,MOTOR,EN-1005  MOTOR-CONTROLES,C¢digo Secundario,08-10-16 16:35,224.7,3.7,No programado,CAMBIO DE CENSORES DEL SISTEMA DE ESCAPE,CHANGE OF EXHAUST SYSTEM CENSORS,QQ-03
TK434,08-10-16 10:29,Week-033,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-810  ELECTRICO 12/24 VOLTS-BATERIA,C¢digo Secundario,08-10-16 16:52,382.95,6.4,No programado,CORRECCION DE CORTO CIRCUITO ENTRE CABLES DE LAS BATERIAS + AJUSTE DE LA BASE ,CORRECTION SHORT CIRCUIT BETWEEN BATTERY CABLES + BASE ADJUSTMENT,MO-20
TK434,08-10-16 16:52,Week-033,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,08-10-16 20:07,195.17,3.3,No programado,COMPLETIVO PRESION DE AIRE LLANTA POSICION 4,COMPLETIVO AIR PRESSURE ROLL POSITION 4,MO-20
TK422,08-10-16 17:41,Week-033,MOTOR,MOTOR,EN-1030  MOTOR-ADMISION,C¢digo Secundario,08-10-16 20:28,166.4,2.8,No programado,INSPECCI?N GENERAL DE LOS TURBOS,GENERAL INSPECTION OF TURBOS,ENTRADA TALLER 
TK422,08-10-16 22:36,Week-033,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-815  ELECTRICO 12/24 VOLTS-CONTROL,C¢digo Secundario,08-10-16 23:20,44.15,0.7,No programado,CALIBRACION DE TOLVA,CALIBRATION OF HOPPER,ENTRADA DE COMBUSTIBLE
TK403,08-10-16 23:09,Week-033,TREN DE POTENCIA,POWER TRAIN,DT-615  TREN DE POTENCIA-DIFERENCIAL,C¢digo Secundario,08-10-16 23:49,40.62,0.7,No programado,"BAJA PRESI?N DE LUBRICACI?N DEL DIFERENCIAL, SE PUSO OPERATIVO EN PRUEVA ","LOW PRESUMPTION OF LUBRICATION OF THE DIFFERENTIAL, IT WAS OPERATIVE IN TEST",SALIDA-ESTACION COMBUSTIBLE
